Axial Position x, Normalized Nozzle Radius r
7.25,3.142466
7.26,3.144877
7.27,3.147286
7.28,3.149693
7.29,3.152098
7.30,3.154500
7.31,3.156901
7.32,3.159299
7.33,3.161695
7.34,3.164089
7.35,3.166481
7.36,3.168871
7.37,3.171259
7.38,3.173644
7.39,3.176028
7.40,3.178409
7.41,3.180788
7.42,3.183165
7.43,3.185540
7.44,3.187912
7.45,3.190283
7.46,3.192651
7.47,3.195017
7.48,3.197381
7.49,3.199743
7.50,3.202103
7.51,3.204460
7.52,3.206815
7.53,3.209169
7.54,3.211519
7.55,3.213868
7.56,3.216215
7.57,3.218559
7.58,3.220901
7.59,3.223241
7.60,3.225579
7.61,3.227915
7.62,3.230248
7.63,3.232580
7.64,3.234909
7.65,3.237236
7.66,3.239560
7.67,3.241883
7.68,3.244203
7.69,3.246521
7.70,3.248837
7.71,3.251151
7.72,3.253462
7.73,3.255771
7.74,3.258078
7.75,3.260383
7.76,3.262685
7.77,3.264986
7.78,3.267284
7.79,3.269580
7.80,3.271873
7.81,3.274165
7.82,3.276454
7.83,3.278741
7.84,3.281026
7.85,3.283308
7.86,3.285588
7.87,3.287866
7.88,3.290142
7.89,3.292415
7.90,3.294687
7.91,3.296956
7.92,3.299222
7.93,3.301487
7.94,3.303749
7.95,3.306009
7.96,3.308267
7.97,3.310522
7.98,3.312775
7.99,3.315026
8.00,3.317275
8.01,3.319521
8.02,3.321765
8.03,3.324007
8.04,3.326246
8.05,3.328484
8.06,3.330718
8.07,3.332951
8.08,3.335181
8.09,3.337410
8.10,3.339635
8.11,3.341859
8.12,3.344080
8.13,3.346299
8.14,3.348516
8.15,3.350730
8.16,3.352942
8.17,3.355152
8.18,3.357359
8.19,3.359564
8.20,3.361767
8.21,3.363967
8.22,3.366165
8.23,3.368361
8.24,3.370555
8.25,3.372746
8.26,3.374935
8.27,3.377121
8.28,3.379306
8.29,3.381487
8.30,3.383667
8.31,3.385844
8.32,3.388019
8.33,3.390192
8.34,3.392362
8.35,3.394530
8.36,3.396695
8.37,3.398858
8.38,3.401019
8.39,3.403178
8.40,3.405334
8.41,3.407487
8.42,3.409639
8.43,3.411788
8.44,3.413935
8.45,3.416079
8.46,3.418221
8.47,3.420360
8.48,3.422498
8.49,3.424633
8.50,3.426765
8.51,3.428895
8.52,3.431023
8.53,3.433148
8.54,3.435271
8.55,3.437392
8.56,3.439510
8.57,3.441626
8.58,3.443739
8.59,3.445850
8.60,3.447959
8.61,3.450065
8.62,3.452169
8.63,3.454270
8.64,3.456370
8.65,3.458466
8.66,3.460560
8.67,3.462652
8.68,3.464742
8.69,3.466829
8.70,3.468913
8.71,3.470995
8.72,3.473075
8.73,3.475153
8.74,3.477228
8.75,3.479300
8.76,3.481370
8.77,3.483438
8.78,3.485503
8.79,3.487566
8.80,3.489626
8.81,3.491684
8.82,3.493740
8.83,3.495793
8.84,3.497843
8.85,3.499891
8.86,3.501937
8.87,3.503980
8.88,3.506021
8.89,3.508059
8.90,3.510095
8.91,3.512129
8.92,3.514160
8.93,3.516188
8.94,3.518214
8.95,3.520238
8.96,3.522259
8.97,3.524278
8.98,3.526294
8.99,3.528308
9.00,3.530319
9.01,3.532328
9.02,3.534334
9.03,3.536338
9.04,3.538339
9.05,3.540338
9.06,3.542334
9.07,3.544328
9.08,3.546320
9.09,3.548309
9.10,3.550295
9.11,3.552279
9.12,3.554260
9.13,3.556239
9.14,3.558216
9.15,3.560189
9.16,3.562161
9.17,3.564130
9.18,3.566096
9.19,3.568060
9.20,3.570021
9.21,3.571980
9.22,3.573936
9.23,3.575890
9.24,3.577841
9.25,3.579790
9.26,3.581736
9.27,3.583680
9.28,3.585621
9.29,3.587560
9.30,3.589496
9.31,3.591429
9.32,3.593360
9.33,3.595289
9.34,3.597215
9.35,3.599138
9.36,3.601059
9.37,3.602977
9.38,3.604893
9.39,3.606806
9.40,3.608717
9.41,3.610625
9.42,3.612530
9.43,3.614433
9.44,3.616333
9.45,3.618231
9.46,3.620126
9.47,3.622019
9.48,3.623909
9.49,3.625797
9.50,3.627681
9.51,3.629564
9.52,3.631444
9.53,3.633321
9.54,3.635195
9.55,3.637067
9.56,3.638937
9.57,3.640804
9.58,3.642668
9.59,3.644529
9.60,3.646389
9.61,3.648245
9.62,3.650099
9.63,3.651950
9.64,3.653799
9.65,3.655645
9.66,3.657488
9.67,3.659329
9.68,3.661167
9.69,3.663003
9.70,3.664836
9.71,3.666666
9.72,3.668494
9.73,3.670319
9.74,3.672141
9.75,3.673961
9.76,3.675778
9.77,3.677593
9.78,3.679405
9.79,3.681214
9.80,3.683021
9.81,3.684825
9.82,3.686626
9.83,3.688425
9.84,3.690221
